district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,0.3,0.5,
Badgam,Jammu & Kashmir,2,1,0.7,0.9,
Leh(Ladakh),Jammu & Kashmir,3,1,2.2,3,0.9
Kargil,Jammu & Kashmir,4,1,0.2,0.3,
Punch,Jammu & Kashmir,5,1,0.7,0.4,
Rajouri,Jammu & Kashmir,6,1,1.5,0.8,
Kathua,Jammu & Kashmir,7,1,0.9,0.5,
Baramula,Jammu & Kashmir,8,1,1.5,1.7,
Bandipore,Jammu & Kashmir,9,1,0.3,0.5,
Srinagar,Jammu & Kashmir,10,1,0.1,,0
Ganderbal,Jammu & Kashmir,11,1,1.2,0.8,
Pulwama,Jammu & Kashmir,12,1,0.9,0.9,
Shupiyan,Jammu & Kashmir,13,1,0.9,0.4,
Anantnag,Jammu & Kashmir,14,1,0.4,0.6,
Kulgam,Jammu & Kashmir,15,1,1.1,0.4,
Doda,Jammu & Kashmir,16,1,3.2,3.1,
Ramban,Jammu & Kashmir,17,1,0.6,0.6,
Kishtwar,Jammu & Kashmir,18,1,0.8,1,
Udhampur,Jammu & Kashmir,19,1,0,0,
Reasi,Jammu & Kashmir,20,1,1.1,0.7,
Jammu,Jammu & Kashmir,21,1,2.7,1.6,3.9
Samba,Jammu & Kashmir,22,1,1.2,1.1,
Chamba,Himachal Pradesh,23,2,0.6,0.6,
Kangra,Himachal Pradesh,24,2,0,0,
Lahul and Spiti,Himachal Pradesh,25,2,0.7,0.7,
Kullu,Himachal Pradesh,26,2,2.3,2.1,
Mandi,Himachal Pradesh,27,2,0.7,0,
Hamirpur,Himachal Pradesh,28,2,3.3,2.8,
Una,Himachal Pradesh,29,2,1,0.5,
Bilaspur,Himachal Pradesh,30,2,0.7,0.8,
Solan,Himachal Pradesh,31,2,1.1,1.6,
Sirmaur,Himachal Pradesh,32,2,0.8,1,
Shimla,Himachal Pradesh,33,2,2,2.9,
Kinnaur,Himachal Pradesh,34,2,0.5,0.5,
Gurdaspur,Punjab,35,3,0.7,0,
Kapurthala,Punjab,36,3,1.4,1.4,1.3
Jalandhar,Punjab,37,3,0.7,0,1.3
Hoshiarpur,Punjab,38,3,0,0,
