district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,-33.7,-33.7,
Badgam,Jammu & Kashmir,2,1,*,*,
Leh(Ladakh),Jammu & Kashmir,3,1,*,*,*
Kargil,Jammu & Kashmir,4,1,*,*,
Punch,Jammu & Kashmir,5,1,-47.2,-45.2,
Rajouri,Jammu & Kashmir,6,1,-24.9,-26.8,
Kathua,Jammu & Kashmir,7,1,*,*,
Baramula,Jammu & Kashmir,8,1,*,*,
Bandipore,Jammu & Kashmir,9,1,*,*,
Srinagar,Jammu & Kashmir,10,1,*,,*
Ganderbal,Jammu & Kashmir,11,1,*,*,
Pulwama,Jammu & Kashmir,12,1,*,*,
Shupiyan,Jammu & Kashmir,13,1,*,*,
Anantnag,Jammu & Kashmir,14,1,*,*,
Kulgam,Jammu & Kashmir,15,1,*,*,
Doda,Jammu & Kashmir,16,1,*,*,
Ramban,Jammu & Kashmir,17,1,-41.7,-41.7,
Kishtwar,Jammu & Kashmir,18,1,*,*,
Udhampur,Jammu & Kashmir,19,1,*,*,
Reasi,Jammu & Kashmir,20,1,*,*,
Jammu,Jammu & Kashmir,21,1,*,*,*
Samba,Jammu & Kashmir,22,1,*,*,
Chamba,Himachal Pradesh,23,2,*,*,
Kangra,Himachal Pradesh,24,2,*,*,
Lahul and Spiti,Himachal Pradesh,25,2,*,*,
Kullu,Himachal Pradesh,26,2,*,*,
Mandi,Himachal Pradesh,27,2,*,*,
Hamirpur,Himachal Pradesh,28,2,*,*,
Una,Himachal Pradesh,29,2,*,*,
Bilaspur,Himachal Pradesh,30,2,*,*,
Solan,Himachal Pradesh,31,2,*,*,
Sirmaur,Himachal Pradesh,32,2,-8.1,*,
Shimla,Himachal Pradesh,33,2,*,*,
Kinnaur,Himachal Pradesh,34,2,*,*,
Gurdaspur,Punjab,35,3,*,*,
Kapurthala,Punjab,36,3,*,*,*
Jalandhar,Punjab,37,3,*,*,*
Hoshiarpur,Punjab,38,3,*,*,
Sahid Bhagat Singh Nagar,Punjab,39,3,*,*,*
Fatehgarh Sahib,Punjab,40,3,*,*,*
Ludhiana,Punjab,41,3,*,*,*
Moga,Punjab,42,3,*,*,
Firozpur,Punjab,43,3,*,*,
Muktsar,Punjab,44,3,*,*,
Faridkot,Punjab,45,3,*,*,*
Bathinda,Punjab,46,3,*,*,*
Mansa,Punjab,47,3,*,*,
Patiala,Punjab,48,3,*,*,*
Amritsar,Punjab,49,3,*,*,*
Tarn Taran,Punjab,50,3,0,*,
Rup Nagar,Punjab,51,3,*,*,
Sahibzada Ajit Singh Nagar,Punjab,52,3,*,*,*
Sangrur,Punjab,53,3,*,*,
Barnala,Punjab,54,3,*,*,*
Uttarkashi,Uttarakhand,56,5,*,*,
