district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,22.9,22,
Badgam,Jammu & Kashmir,2,1,9.6,12.2,
Leh(Ladakh),Jammu & Kashmir,3,1,26.7,-32.4,-18.4
Kargil,Jammu & Kashmir,4,1,21.4,24.1,
Punch,Jammu & Kashmir,5,1,32.2,30.6,
Rajouri,Jammu & Kashmir,6,1,22.8,23.6,
Kathua,Jammu & Kashmir,7,1,23.4,22.8,
Baramula,Jammu & Kashmir,8,1,33.5,33.9,
Bandipore,Jammu & Kashmir,9,1,19.4,19.2,
Srinagar,Jammu & Kashmir,10,1,16.6,,16.9
Ganderbal,Jammu & Kashmir,11,1,27.2,24,
Pulwama,Jammu & Kashmir,12,1,20.1,20.7,
Shupiyan,Jammu & Kashmir,13,1,16.5,16.9,
Anantnag,Jammu & Kashmir,14,1,14,15.6,
Kulgam,Jammu & Kashmir,15,1,25.9,28.4,
Doda,Jammu & Kashmir,16,1,28.5,29.4,
Ramban,Jammu & Kashmir,17,1,26.2,25.9,
Kishtwar,Jammu & Kashmir,18,1,22.9,22.4,
Udhampur,Jammu & Kashmir,19,1,19.2,16.5,
Reasi,Jammu & Kashmir,20,1,25.4,25.9,
Jammu,Jammu & Kashmir,21,1,32.5,-20.5,-45.3
Samba,Jammu & Kashmir,22,1,32.5,32.9,
Chamba,Himachal Pradesh,23,2,7.6,5.5,
Kangra,Himachal Pradesh,24,2,10.5,10.7,
Lahul and Spiti,Himachal Pradesh,25,2,-9.8,-9.8,
Kullu,Himachal Pradesh,26,2,0.9,1,
Mandi,Himachal Pradesh,27,2,13.9,13.9,
Hamirpur,Himachal Pradesh,28,2,18.9,17.2,
Una,Himachal Pradesh,29,2,12.4,12.9,
Bilaspur,Himachal Pradesh,30,2,9.2,10,
Solan,Himachal Pradesh,31,2,8.6,9.5,
Sirmaur,Himachal Pradesh,32,2,7.6,5.1,
Shimla,Himachal Pradesh,33,2,13.7,11.8,
Kinnaur,Himachal Pradesh,34,2,-10.7,-10.7,
Gurdaspur,Punjab,35,3,1.9,0,
Kapurthala,Punjab,36,3,4.3,0,-9.4
Jalandhar,Punjab,37,3,4.3,-6.1,-3.1
Hoshiarpur,Punjab,38,3,5.7,6.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,9.5,9.6,*
Fatehgarh Sahib,Punjab,40,3,3.6,-2.7,-5.4
Ludhiana,Punjab,41,3,6.6,-5.6,*
Moga,Punjab,42,3,7.6,7.1,
Firozpur,Punjab,43,3,2.9,4,
Muktsar,Punjab,44,3,2.5,3.4,
Faridkot,Punjab,45,3,5.4,-3.2,-10.2
Bathinda,Punjab,46,3,8.6,-12.1,-5.8
Mansa,Punjab,47,3,5.8,6,
Patiala,Punjab,48,3,11,-8.3,-13.7
Amritsar,Punjab,49,3,6.4,-5.5,-7.5
Tarn Taran,Punjab,50,3,2.4,1.4,
Rup Nagar,Punjab,51,3,5,4.8,
Sahibzada Ajit Singh Nagar,Punjab,52,3,6.8,-2.2,-10
Sangrur,Punjab,53,3,7.6,-7.5,
Barnala,Punjab,54,3,12,-16.6,-3
Uttarkashi,Uttarakhand,56,5,5.3,5.5,
Chamoli,Uttarakhand,57,5,10.7,10.9,
Rudraprayag,Uttarakhand,58,5,9.6,10.4,
Tehri Garhwal,Uttarakhand,59,5,5.7,6.6,
Dehradun,Uttarakhand,60,5,11.5,13.2,9.6
Garhwal,Uttarakhand,61,5,3.7,2.8,
Pithoragarh,Uttarakhand,62,5,13.7,13.1,
Bageshwar,Uttarakhand,63,5,11.1,11.3,
Almora,Uttarakhand,64,5,10.6,9.1,
Champawat,Uttarakhand,65,5,9.8,9.8,
Nainital,Uttarakhand,66,5,12,6.9,19.5
Udham Singh Nagar,Uttarakhand,67,5,11.3,6.6,17.7
Hardwar,Uttarakhand,68,5,3.5,2.6,4.8
Panchkula,Haryana,69,6,6.2,-10.8,-3.6
Ambala,Haryana,70,6,12.5,-13.5,-11.1
Yamunanagar,Haryana,71,6,12.4,-17.5,-2.8
Kurukshetra,Haryana,72,6,11,10.8,
Kaithal,Haryana,73,6,6.3,4.7,
Karnal,Haryana,74,6,7.1,9.8,0
Panipat,Haryana,75,6,4.7,0,-8.4
Sonipat,Haryana,76,6,4.6,-5.4,-2.8
Jind,Haryana,77,6,8.9,6.7,
Fatehabad,Haryana,78,6,10.8,10.1,
Sirsa,Haryana,79,6,0,0,
Hisar,Haryana,80,6,3.2,3.4,-2.4
Bhiwani,Haryana,81,6,4.6,4.2,
Rohtak,Haryana,82,6,5.6,5.2,-6.5
Jhajjar,Haryana,83,6,12.5,17.4,
Mahendragarh,Haryana,84,6,19.3,18.4,
Rewari,Haryana,85,6,4.6,3,
Gurgaon,Haryana,86,6,5.8,-6.3,-5.6
Mewat,Haryana,87,6,3.7,4.6,
Faridabad,Haryana,88,6,14.8,,13.8
Palwal,Haryana,89,6,7.4,6,
North West,NCT Delhi,90,7,-8.5,,-8.5
North,NCT Delhi,91,7,0,,0
North East,NCT Delhi,92,7,9,,9
East,NCT Delhi,93,7,3.7,,3.7
New Delhi,NCT Delhi,94,7,-11.5,,-11.5
Central,NCT Delhi,95,7,-8.6,,-8.6
West,NCT Delhi,96,7,-3.2,,-3.2
South West,NCT Delhi,97,7,4.7,,3.7
South,NCT Delhi,98,7,-5.5,,-5.5
Ganganagar,Rajasthan,99,8,3.4,3.5,
Hanumangarh,Rajasthan,100,8,2,0,
Bikaner,Rajasthan,101,8,1.3,1.2,1.6
Churu,Rajasthan,102,8,5,5.3,
Jhunjhunun,Rajasthan,103,8,4.3,2.2,
Alwar,Rajasthan,104,8,6.4,4.8,
Bharatpur,Rajasthan,105,8,8.1,10,
Dhaulpur,Rajasthan,106,8,3.1,3.5,
Karauli,Rajasthan,107,8,2.2,2.4,
Sawai Madhopur,Rajasthan,108,8,5,4.8,
Dausa,Rajasthan,109,8,3.1,2.7,
