district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,6.2,7.3,
Badgam,Jammu & Kashmir,2,1,16,15,
Leh(Ladakh),Jammu & Kashmir,3,1,7.9,6.6,10.3
Kargil,Jammu & Kashmir,4,1,6.9,6.3,
Punch,Jammu & Kashmir,5,1,7.3,6.8,
Rajouri,Jammu & Kashmir,6,1,7.5,7,
Kathua,Jammu & Kashmir,7,1,19.6,18.7,
Baramula,Jammu & Kashmir,8,1,9.4,7.5,
Bandipore,Jammu & Kashmir,9,1,8.5,8,
Srinagar,Jammu & Kashmir,10,1,12.6,,12.7
Ganderbal,Jammu & Kashmir,11,1,12.6,11.5,
Pulwama,Jammu & Kashmir,12,1,7.6,7.5,
Shupiyan,Jammu & Kashmir,13,1,6,6.2,
Anantnag,Jammu & Kashmir,14,1,7.6,8,
Kulgam,Jammu & Kashmir,15,1,9.6,9.9,
Doda,Jammu & Kashmir,16,1,3.2,3.4,
Ramban,Jammu & Kashmir,17,1,4.6,4.4,
Kishtwar,Jammu & Kashmir,18,1,4.5,4.8,
Udhampur,Jammu & Kashmir,19,1,17.1,16.7,
Reasi,Jammu & Kashmir,20,1,7,6.9,
Jammu,Jammu & Kashmir,21,1,19.3,16.1,23
Samba,Jammu & Kashmir,22,1,11.1,11,
Chamba,Himachal Pradesh,23,2,9.5,9.3,
Kangra,Himachal Pradesh,24,2,14.5,14.3,
Lahul and Spiti,Himachal Pradesh,25,2,7.6,7.6,
Kullu,Himachal Pradesh,26,2,14.8,14.1,
Mandi,Himachal Pradesh,27,2,7.9,6.6,
Hamirpur,Himachal Pradesh,28,2,9.1,9.1,
Una,Himachal Pradesh,29,2,14.2,14.8,
Bilaspur,Himachal Pradesh,30,2,7.3,7,
Solan,Himachal Pradesh,31,2,13.2,13.4,
Sirmaur,Himachal Pradesh,32,2,12.6,11.9,
Shimla,Himachal Pradesh,33,2,20.3,19.5,
Kinnaur,Himachal Pradesh,34,2,13.4,13.4,
Gurdaspur,Punjab,35,3,20.1,19.5,
Kapurthala,Punjab,36,3,17.6,15.9,20.6
Jalandhar,Punjab,37,3,18.4,13.1,22.7
Hoshiarpur,Punjab,38,3,18.2,17.3,
Sahid Bhagat Singh Nagar,Punjab,39,3,21.9,22.9,18
Fatehgarh Sahib,Punjab,40,3,24.1,22.7,27.1
Ludhiana,Punjab,41,3,18,17.4,18.3
Moga,Punjab,42,3,21.1,20,
Firozpur,Punjab,43,3,15.1,14.1,
Muktsar,Punjab,44,3,14.6,12.6,
Faridkot,Punjab,45,3,12.1,9.5,19.6
Bathinda,Punjab,46,3,20.4,18.9,22.3
Mansa,Punjab,47,3,15.4,12.8,
Patiala,Punjab,48,3,22.4,18.6,26.9
Amritsar,Punjab,49,3,22.1,17,26.3
Tarn Taran,Punjab,50,3,17.3,15.9,
Rup Nagar,Punjab,51,3,24.3,21.8,
Sahibzada Ajit Singh Nagar,Punjab,52,3,21.5,17.3,24.9
Sangrur,Punjab,53,3,19.2,15.9,
Barnala,Punjab,54,3,12,9.5,17.3
Uttarkashi,Uttarakhand,56,5,11.3,10.6,
Chamoli,Uttarakhand,57,5,7.7,7.4,
Rudraprayag,Uttarakhand,58,5,8.3,6.8,
Tehri Garhwal,Uttarakhand,59,5,14.1,10.2,
Dehradun,Uttarakhand,60,5,23.6,18,26.8
Garhwal,Uttarakhand,61,5,13.2,11.6,
Pithoragarh,Uttarakhand,62,5,11.8,8.7,
Bageshwar,Uttarakhand,63,5,8.2,7.8,
Almora,Uttarakhand,64,5,11.8,10.7,
Champawat,Uttarakhand,65,5,10.4,8.9,
Nainital,Uttarakhand,66,5,13.7,10,18.8
Udham Singh Nagar,Uttarakhand,67,5,17.3,14.7,21.2
Hardwar,Uttarakhand,68,5,17.7,16.4,19.2
