district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,20.4,18.9,
Badgam,Jammu & Kashmir,2,1,9.6,12.1,
Leh(Ladakh),Jammu & Kashmir,3,1,24.6,-29.2,-17.9
Kargil,Jammu & Kashmir,4,1,19.6,21.8,
Punch,Jammu & Kashmir,5,1,28.1,26.6,
Rajouri,Jammu & Kashmir,6,1,22.2,22.6,
Kathua,Jammu & Kashmir,7,1,24,23.1,
Baramula,Jammu & Kashmir,8,1,30.1,30.6,
Bandipore,Jammu & Kashmir,9,1,17.3,17.3,
Srinagar,Jammu & Kashmir,10,1,18,,18.2
Ganderbal,Jammu & Kashmir,11,1,27.6,24.3,
Pulwama,Jammu & Kashmir,12,1,20.5,21,
Shupiyan,Jammu & Kashmir,13,1,16.8,17.1,
Anantnag,Jammu & Kashmir,14,1,9.1,9.6,
Kulgam,Jammu & Kashmir,15,1,25.5,29.1,
Doda,Jammu & Kashmir,16,1,25.4,26.1,
Ramban,Jammu & Kashmir,17,1,21.7,21.2,
Kishtwar,Jammu & Kashmir,18,1,24.3,24.2,
Udhampur,Jammu & Kashmir,19,1,20.1,17.5,
Reasi,Jammu & Kashmir,20,1,24.1,25,
Jammu,Jammu & Kashmir,21,1,29,-16.8,*
Samba,Jammu & Kashmir,22,1,31.7,32.7,
Chamba,Himachal Pradesh,23,2,9.1,6.1,
Kangra,Himachal Pradesh,24,2,8.3,8.5,
Lahul and Spiti,Himachal Pradesh,25,2,-11.6,-11.6,
Kullu,Himachal Pradesh,26,2,0.6,-0.7,
Mandi,Himachal Pradesh,27,2,15.8,15.4,
Hamirpur,Himachal Pradesh,28,2,17,16.1,
Una,Himachal Pradesh,29,2,12.1,12.3,
Bilaspur,Himachal Pradesh,30,2,8,-8.7,
Solan,Himachal Pradesh,31,2,11.6,-12.2,
Sirmaur,Himachal Pradesh,32,2,7.4,5.3,
Shimla,Himachal Pradesh,33,2,-16.3,-13,
Kinnaur,Himachal Pradesh,34,2,-11.7,-11.7,
Gurdaspur,Punjab,35,3,2.6,0,
Kapurthala,Punjab,36,3,4.3,*,-8.7
Jalandhar,Punjab,37,3,1.5,-3.9,0
Hoshiarpur,Punjab,38,3,5.2,-6.5,
Sahid Bhagat Singh Nagar,Punjab,39,3,5.5,-6.5,*
Fatehgarh Sahib,Punjab,40,3,2.9,-2.9,-3.1
Ludhiana,Punjab,41,3,-9,-6.6,*
Moga,Punjab,42,3,8.6,8,
Firozpur,Punjab,43,3,3.5,4.8,
Muktsar,Punjab,44,3,2.8,3.8,
Faridkot,Punjab,45,3,3.9,-1.7,-8.9
Bathinda,Punjab,46,3,10.6,-13.6,-7.8
Mansa,Punjab,47,3,4.1,3.6,
Patiala,Punjab,48,3,9.9,-6.1,-14.1
Amritsar,Punjab,49,3,5.9,-6.3,*
Tarn Taran,Punjab,50,3,3.5,2,
Rup Nagar,Punjab,51,3,6.4,-6,
Sahibzada Ajit Singh Nagar,Punjab,52,3,8.4,-2.8,-12.2
Sangrur,Punjab,53,3,4.6,-3.2,
Barnala,Punjab,54,3,9.4,-14.1,0
Uttarkashi,Uttarakhand,56,5,6.1,6.4,
Chamoli,Uttarakhand,57,5,9.3,8.9,
Rudraprayag,Uttarakhand,58,5,10.7,11.2,
Tehri Garhwal,Uttarakhand,59,5,6.6,7.7,
Dehradun,Uttarakhand,60,5,12.6,14.6,10.5
Garhwal,Uttarakhand,61,5,2.8,1.6,
Pithoragarh,Uttarakhand,62,5,14.7,-13.6,
Bageshwar,Uttarakhand,63,5,11.5,11.7,
Almora,Uttarakhand,64,5,11.1,9.4,
Champawat,Uttarakhand,65,5,10.6,10.3,
Nainital,Uttarakhand,66,5,13.4,7.8,21.7
Udham Singh Nagar,Uttarakhand,67,5,9.4,6.8,13.3
Hardwar,Uttarakhand,68,5,3.1,1.6,5.5
Panchkula,Haryana,69,6,6.4,-10.1,-4.2
Ambala,Haryana,70,6,12.7,-15.2,-9
Yamunanagar,Haryana,71,6,12.5,-18.1,*
Kurukshetra,Haryana,72,6,9.1,7,
Kaithal,Haryana,73,6,7.8,5.7,
Karnal,Haryana,74,6,5.3,-7.3,0
Panipat,Haryana,75,6,1.4,0,-2.7
Sonipat,Haryana,76,6,4.1,-6,0
Jind,Haryana,77,6,10.4,7.5,
Fatehabad,Haryana,78,6,12.1,11.3,
Sirsa,Haryana,79,6,0,0,
