district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,2.1,1.4,
Badgam,Jammu & Kashmir,2,1,4.4,4.5,
Leh(Ladakh),Jammu & Kashmir,3,1,34.7,40.5,24.4
Kargil,Jammu & Kashmir,4,1,25.4,24.7,
Punch,Jammu & Kashmir,5,1,4.1,4.3,
Rajouri,Jammu & Kashmir,6,1,1,0.9,
Kathua,Jammu & Kashmir,7,1,1.8,2,
Baramula,Jammu & Kashmir,8,1,3.9,4.3,
Bandipore,Jammu & Kashmir,9,1,1.6,1.6,
Srinagar,Jammu & Kashmir,10,1,5.3,,5.3
Ganderbal,Jammu & Kashmir,11,1,1.7,2,
Pulwama,Jammu & Kashmir,12,1,1.1,1.2,
Shupiyan,Jammu & Kashmir,13,1,1.3,1.4,
Anantnag,Jammu & Kashmir,14,1,2.4,1,
Kulgam,Jammu & Kashmir,15,1,1.4,1.1,
Doda,Jammu & Kashmir,16,1,1.1,1.1,
Ramban,Jammu & Kashmir,17,1,2.1,2.2,
Kishtwar,Jammu & Kashmir,18,1,1.1,1.2,
Udhampur,Jammu & Kashmir,19,1,1.2,1.2,
Reasi,Jammu & Kashmir,20,1,1.8,2,
Jammu,Jammu & Kashmir,21,1,1.7,1.4,2
Samba,Jammu & Kashmir,22,1,0.5,0.5,
Chamba,Himachal Pradesh,23,2,0.4,0.5,
Kangra,Himachal Pradesh,24,2,0.8,0.8,
Lahul and Spiti,Himachal Pradesh,25,2,4.3,4.3,
Kullu,Himachal Pradesh,26,2,1,1,
Mandi,Himachal Pradesh,27,2,0.4,0.5,
Hamirpur,Himachal Pradesh,28,2,0.5,0.5,
Una,Himachal Pradesh,29,2,0.6,0.6,
Bilaspur,Himachal Pradesh,30,2,0.3,0.3,
Solan,Himachal Pradesh,31,2,1.8,1,
Sirmaur,Himachal Pradesh,32,2,1.1,1,
Shimla,Himachal Pradesh,33,2,1.2,1,
Kinnaur,Himachal Pradesh,34,2,5.2,5.2,
Gurdaspur,Punjab,35,3,4.1,3.8,
Kapurthala,Punjab,36,3,4.3,3.4,6
Jalandhar,Punjab,37,3,7.4,4.2,9.9
Hoshiarpur,Punjab,38,3,4.1,3.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,2.2,1.8,3.7
Fatehgarh Sahib,Punjab,40,3,4.6,5.4,2.7
Ludhiana,Punjab,41,3,7.2,3.8,9.2
Moga,Punjab,42,3,5.6,4.8,
Firozpur,Punjab,43,3,6.6,5.9,
Muktsar,Punjab,44,3,12.5,11.5,
Faridkot,Punjab,45,3,11.1,10.9,11.8
Bathinda,Punjab,46,3,10.5,9.2,12.1
Mansa,Punjab,47,3,7.6,8.8,
Patiala,Punjab,48,3,5.9,7.6,3.9
Amritsar,Punjab,49,3,9.3,7.6,10.6
Tarn Taran,Punjab,50,3,7.1,8.1,
Rup Nagar,Punjab,51,3,3.3,2.9,
Sahibzada Ajit Singh Nagar,Punjab,52,3,4.8,3.3,5.9
Sangrur,Punjab,53,3,4.7,5.7,
Barnala,Punjab,54,3,9.2,10.7,6.2
Uttarkashi,Uttarakhand,56,5,0.9,0.5,
Chamoli,Uttarakhand,57,5,0.3,0.4,
Rudraprayag,Uttarakhand,58,5,1.2,1,
Tehri Garhwal,Uttarakhand,59,5,2.6,1.8,
Dehradun,Uttarakhand,60,5,1.7,2.1,1.5
Garhwal,Uttarakhand,61,5,3.2,2.4,
Pithoragarh,Uttarakhand,62,5,2.3,2.2,
Bageshwar,Uttarakhand,63,5,2.2,2.1,
Almora,Uttarakhand,64,5,1.4,1.4,
Champawat,Uttarakhand,65,5,1,1,
Nainital,Uttarakhand,66,5,1.8,0.9,3.1
Udham Singh Nagar,Uttarakhand,67,5,1.3,0.8,1.9
Hardwar,Uttarakhand,68,5,1.2,0.8,1.7
Panchkula,Haryana,69,6,9.1,8,9.9
Ambala,Haryana,70,6,11.3,12.2,10.4
Yamunanagar,Haryana,71,6,7.5,7.9,6.9
Kurukshetra,Haryana,72,6,6.2,6.1,
Kaithal,Haryana,73,6,8.5,9.4,
Karnal,Haryana,74,6,6,4.2,10.1
Panipat,Haryana,75,6,8.1,6.1,9.8
Sonipat,Haryana,76,6,6.7,6.8,6.4
Jind,Haryana,77,6,7.8,6.4,
Fatehabad,Haryana,78,6,6.7,6.6,
Sirsa,Haryana,79,6,5.7,5.4,
Hisar,Haryana,80,6,5.4,4.6,7.2
Bhiwani,Haryana,81,6,6.3,5.7,
Rohtak,Haryana,82,6,8.4,6.8,10.8
Jhajjar,Haryana,83,6,4,4.5,
Mahendragarh,Haryana,84,6,4.3,4,
Rewari,Haryana,85,6,2.7,3.3,
Gurgaon,Haryana,86,6,4,1.8,4.6
Mewat,Haryana,87,6,1.2,1.2,
Faridabad,Haryana,88,6,2.7,,3
Palwal,Haryana,89,6,2.3,1,
North West,NCT Delhi,90,7,6.8,,6.7
North,NCT Delhi,91,7,2.7,,2.6
North East,NCT Delhi,92,7,5.1,,5.1
East,NCT Delhi,93,7,3.8,,3.8
New Delhi,NCT Delhi,94,7,3.3,,3.3
Central,NCT Delhi,95,7,2.4,,2.4
West,NCT Delhi,96,7,5.2,,5.2
South West,NCT Delhi,97,7,7.5,,7.6
South,NCT Delhi,98,7,4.3,,4.3
Ganganagar,Rajasthan,99,8,3.3,3.5,
Hanumangarh,Rajasthan,100,8,2.1,1.8,
Bikaner,Rajasthan,101,8,0.9,0.8,0.9
