district,state,district_census_code,state_census_code,total,rural,urban
Kupwara,Jammu & Kashmir,1,1,1.8,2.4,
Badgam,Jammu & Kashmir,2,1,0.8,1,
Leh(Ladakh),Jammu & Kashmir,3,1,1.7,-2.7,0
Kargil,Jammu & Kashmir,4,1,0.6,0.8,
Punch,Jammu & Kashmir,5,1,4.6,4.8,
Rajouri,Jammu & Kashmir,6,1,6.8,7.1,
Kathua,Jammu & Kashmir,7,1,1.2,1.4,
Baramula,Jammu & Kashmir,8,1,1.4,1.7,
Bandipore,Jammu & Kashmir,9,1,3.5,3.2,
Srinagar,Jammu & Kashmir,10,1,0,,0
Ganderbal,Jammu & Kashmir,11,1,2.6,2.7,
Pulwama,Jammu & Kashmir,12,1,1.7,1.7,
Shupiyan,Jammu & Kashmir,13,1,1,1,
Anantnag,Jammu & Kashmir,14,1,1.1,1.4,
Kulgam,Jammu & Kashmir,15,1,1.6,2,
Doda,Jammu & Kashmir,16,1,7.3,6.7,
Ramban,Jammu & Kashmir,17,1,3.9,4,
Kishtwar,Jammu & Kashmir,18,1,7.6,8,
Udhampur,Jammu & Kashmir,19,1,3.5,3.5,
Reasi,Jammu & Kashmir,20,1,3.6,3.8,
Jammu,Jammu & Kashmir,21,1,4.6,7.1,1.6
Samba,Jammu & Kashmir,22,1,5.8,5.6,
Chamba,Himachal Pradesh,23,2,0.6,0.7,
Kangra,Himachal Pradesh,24,2,0,0,
Lahul and Spiti,Himachal Pradesh,25,2,7.5,7.5,
Kullu,Himachal Pradesh,26,2,8,8.5,
Mandi,Himachal Pradesh,27,2,5.6,6.1,
Hamirpur,Himachal Pradesh,28,2,1.6,1.6,
Una,Himachal Pradesh,29,2,1.3,1.4,
Bilaspur,Himachal Pradesh,30,2,1.5,0.8,
Solan,Himachal Pradesh,31,2,2.7,3,
Sirmaur,Himachal Pradesh,32,2,3.9,4.5,
Shimla,Himachal Pradesh,33,2,1.9,2.6,
Kinnaur,Himachal Pradesh,34,2,6.3,6.3,
Gurdaspur,Punjab,35,3,4.1,4.2,
Kapurthala,Punjab,36,3,1.6,0,3.9
Jalandhar,Punjab,37,3,2.2,1.6,2.6
Hoshiarpur,Punjab,38,3,1.5,1.8,
Sahid Bhagat Singh Nagar,Punjab,39,3,0.8,1,*
Fatehgarh Sahib,Punjab,40,3,0.5,0,-2.1
Ludhiana,Punjab,41,3,2,1.5,-2.4
Moga,Punjab,42,3,5.5,6.3,
Firozpur,Punjab,43,3,1.9,2.2,
Muktsar,Punjab,44,3,3.5,2.7,
Faridkot,Punjab,45,3,4,3.8,4.9
Bathinda,Punjab,46,3,4.2,4.7,3.4
Mansa,Punjab,47,3,3.2,3.9,
Patiala,Punjab,48,3,2.5,0.8,5
Amritsar,Punjab,49,3,0.7,1.3,0
Tarn Taran,Punjab,50,3,2,2.4,
Rup Nagar,Punjab,51,3,1.7,1.2,
Sahibzada Ajit Singh Nagar,Punjab,52,3,2.7,3.4,-2
Sangrur,Punjab,53,3,3.3,3.7,
Barnala,Punjab,54,3,4.3,4.6,3.8
Uttarkashi,Uttarakhand,56,5,5.4,5.7,
Chamoli,Uttarakhand,57,5,1.3,1.4,
Rudraprayag,Uttarakhand,58,5,2.1,2.2,
Tehri Garhwal,Uttarakhand,59,5,0,0,
Dehradun,Uttarakhand,60,5,1.7,2.8,1.1
Garhwal,Uttarakhand,61,5,3.9,4.5,
Pithoragarh,Uttarakhand,62,5,6.8,8,
Bageshwar,Uttarakhand,63,5,4.1,4.3,
Almora,Uttarakhand,64,5,0.8,0.8,
Champawat,Uttarakhand,65,5,4.2,3.4,
Nainital,Uttarakhand,66,5,2.5,3.4,1.2
Udham Singh Nagar,Uttarakhand,67,5,4.8,4.2,5.8
Hardwar,Uttarakhand,68,5,2.6,2.9,2.1
Panchkula,Haryana,69,6,1.2,0,2.1
Ambala,Haryana,70,6,2.6,1,5
Yamunanagar,Haryana,71,6,1.4,1.2,1.7
Kurukshetra,Haryana,72,6,4.1,4.2,
Kaithal,Haryana,73,6,4.6,5.6,
Karnal,Haryana,74,6,4.5,3.6,6.9
Panipat,Haryana,75,6,6.5,5.7,7.2
Sonipat,Haryana,76,6,6.8,9,2.2
Jind,Haryana,77,6,4.1,4.4,
Fatehabad,Haryana,78,6,3.8,3.7,
Sirsa,Haryana,79,6,3.9,4.9,
Hisar,Haryana,80,6,4.6,5.6,2.8
Bhiwani,Haryana,81,6,4.3,4,
Rohtak,Haryana,82,6,10.2,10.3,10.2
Jhajjar,Haryana,83,6,6.5,3.9,
Mahendragarh,Haryana,84,6,4.5,5.1,
Rewari,Haryana,85,6,10.8,12.7,
Gurgaon,Haryana,86,6,1.3,4.3,0
Mewat,Haryana,87,6,14.2,14.3,
Faridabad,Haryana,88,6,5.8,,5.6
Palwal,Haryana,89,6,12.5,14.1,
North West,NCT Delhi,90,7,2.7,,2.7
North,NCT Delhi,91,7,5.8,,5.9
North East,NCT Delhi,92,7,2.8,,2.8
East,NCT Delhi,93,7,3.9,,3.9
New Delhi,NCT Delhi,94,7,3.1,,3.1
Central,NCT Delhi,95,7,0.6,,0.6
West,NCT Delhi,96,7,0.8,,0.8
South West,NCT Delhi,97,7,2.4,,1.7
South,NCT Delhi,98,7,1,,1
Ganganagar,Rajasthan,99,8,2.8,3.9,
Hanumangarh,Rajasthan,100,8,4.6,4.3,
Bikaner,Rajasthan,101,8,6.4,8.2,3.3
Churu,Rajasthan,102,8,8.4,7.8,
Jhunjhunun,Rajasthan,103,8,4.5,3.9,
Alwar,Rajasthan,104,8,9.7,9.6,
Bharatpur,Rajasthan,105,8,8.1,9.3,
Dhaulpur,Rajasthan,106,8,8.7,9.4,
Karauli,Rajasthan,107,8,10.8,12.6,
Sawai Madhopur,Rajasthan,108,8,9.6,9.7,
Dausa,Rajasthan,109,8,7.8,8.5,
Jaipur,Rajasthan,110,8,6.3,4.6,8.7
Sikar,Rajasthan,111,8,3.7,3.1,
Nagaur,Rajasthan,112,8,7,8.4,
Jodhpur,Rajasthan,113,8,8.2,9.7,3.6
Jaisalmer,Rajasthan,114,8,8.6,9.1,
Barmer,Rajasthan,115,8,7.4,7.7,
Jalor,Rajasthan,116,8,4.3,4.6,
Sirohi,Rajasthan,117,8,4.3,4.7,
Pali,Rajasthan,118,8,3.4,3.5,
Ajmer,Rajasthan,119,8,5.6,6.6,3.3
Tonk,Rajasthan,120,8,4.5,5.3,
Bundi,Rajasthan,121,8,4.6,5.5,
Bhilwara,Rajasthan,122,8,6.4,8.1,
Rajsamand,Rajasthan,123,8,4.8,4.9,
Dungarpur,Rajasthan,124,8,6.9,6.8,
Banswara,Rajasthan,125,8,12.1,12.5,
Chittaurgarh,Rajasthan,126,8,5.3,6.4,
Kota,Rajasthan,127,8,1.1,0.5,1.4
Baran,Rajasthan,128,8,2.8,2.5,
Jhalawar,Rajasthan,129,8,3.8,4.4,
Udaipur,Rajasthan,130,8,6.8,7.1,
Pratapgarh,Rajasthan,131,8,4.8,5.1,
Saharanpur,Uttar Pradesh,132,9,2.1,2.3,1.5
Muzaffarnagar,Uttar Pradesh,133,9,2.8,3.9,
Bijnor,Uttar Pradesh,134,9,1.8,2.5,
Moradabad,Uttar Pradesh,135,9,2,2.4,1.2
Rampur,Uttar Pradesh,136,9,2.2,2.5,
Jyotiba Phule Nagar,Uttar Pradesh,137,9,4.3,5,
Meerut,Uttar Pradesh,138,9,2,2.4,1.8
Baghpat,Uttar Pradesh,139,9,1.7,1.2,
Ghaziabad,Uttar Pradesh,140,9,3.7,3.1,4
Gautam Buddha Nagar,Uttar Pradesh,141,9,5.8,9.7,3.2
Bulandshahr,Uttar Pradesh,142,9,4.1,5.2,
Aligarh,Uttar Pradesh,143,9,6.1,7.3,4
Mahamaya Nagar,Uttar Pradesh,144,9,8.6,9.5,
Mathura,Uttar Pradesh,145,9,8.7,12.4,
Agra,Uttar Pradesh,146,9,5.8,7.7,3.4
Firozabad,Uttar Pradesh,147,9,4,4.4,3.3
Mainpuri,Uttar Pradesh,148,9,5.3,6.1,
Budaun,Uttar Pradesh,149,9,8.9,10.8,
Bareilly,Uttar Pradesh,150,9,2.8,3.3,2
Pilibhit,Uttar Pradesh,151,9,4,4.4,
Shahjahanpur,Uttar Pradesh,152,9,4.8,5.4,
Kheri,Uttar Pradesh,153,9,6.3,7.2,
Sitapur,Uttar Pradesh,154,9,7.3,8,
Hardoi,Uttar Pradesh,155,9,3.2,3.6,
Unnao,Uttar Pradesh,156,9,4.4,5.2,
Lucknow,Uttar Pradesh,157,9,0.8,1.9,0
Rae Bareli,Uttar Pradesh,158,9,2.5,2.6,
Farrukhabad,Uttar Pradesh,159,9,6.9,7.8,
Kannauj,Uttar Pradesh,160,9,4.5,4.9,
Etawah,Uttar Pradesh,161,9,5.2,7.2,
Auraiya,Uttar Pradesh,162,9,2.1,2,
Kanpur Dehat,Uttar Pradesh,163,9,4.5,5,
Kanpur Nagar,Uttar Pradesh,164,9,1.4,2.3,0.9
Jalaun,Uttar Pradesh,165,9,3.5,4.6,
Jhansi,Uttar Pradesh,166,9,4.9,7,1.5
Lalitpur,Uttar Pradesh,167,9,8.6,10.1,
Hamirpur,Uttar Pradesh,168,9,4.5,5.3,
Mahoba,Uttar Pradesh,169,9,3.7,4.8,
Banda,Uttar Pradesh,170,9,0.6,0.8,
Chitrakoot,Uttar Pradesh,171,9,8.2,8.5,
Fatehpur,Uttar Pradesh,172,9,1.3,1,
Pratapgarh,Uttar Pradesh,173,9,1.3,1.3,
Kaushambi,Uttar Pradesh,174,9,3.8,3.4,
Allahabad,Uttar Pradesh,175,9,1.1,1.4,
Bara Banki,Uttar Pradesh,176,9,4.1,4.4,
Faizabad,Uttar Pradesh,177,9,2.6,2.9,
Ambedkar Nagar,Uttar Pradesh,178,9,1.1,1.3,
Sultanpur,Uttar Pradesh,179,9,2.7,2.6,
Bahraich,Uttar Pradesh,180,9,9.9,10.7,
Shrawasti,Uttar Pradesh,181,9,7,7.5,
Balrampur,Uttar Pradesh,182,9,6.3,6.2,
Gonda,Uttar Pradesh,183,9,5.5,5.4,
Siddharthnagar,Uttar Pradesh,184,9,3.8,4.1,
Basti,Uttar Pradesh,185,9,1.3,1.4,
Sant Kabir Nagar,Uttar Pradesh,186,9,1.4,1.5,
Maharajganj,Uttar Pradesh,187,9,3.9,3.9,
Gorakhpur,Uttar Pradesh,188,9,2.1,2.1,
Kushinagar,Uttar Pradesh,189,9,4,3.9,
Deoria,Uttar Pradesh,190,9,2.6,2.1,
Azamgarh,Uttar Pradesh,191,9,1.9,2,
Mau,Uttar Pradesh,192,9,2.6,2.8,
Ballia,Uttar Pradesh,193,9,4.3,4.2,
Jaunpur,Uttar Pradesh,194,9,2.6,2.5,
Ghazipur,Uttar Pradesh,195,9,4.1,4.4,
